Name,Org,Pos,Current Level,Age,Top 100,Org Rk,Hit,Game,Raw,Spd,FV,PA,OBP,SLG,ISO,BB%,K%,wRC+,playerId
"Matheu Nelson","CIN","C","A+","23.7527777",,20,"30 / 40","35 / 50","60 / 60","30 / 30","40+",321,0.303125,0.3639576,0.14487633,0.07476636,0.3364486,87.84855578849051,"sa3017328"
"Ethan Wilson","PHI","LF","AA","22.9388888",,5,"30 / 50","30 / 50","60 / 60","55 / 55","45",536,0.28971963,0.33603239,0.10121458,0.06156716,0.21268657,71.1123324325654,"sa3017329"
"Carter Jensen","KCR","C","A","19.2833333",,23,"20 / 40","25 / 50","45 / 50","30 / 30","40",485,0.3628866,0.38167939,0.15521629,0.17113402,0.21237113,112.51815625669765,"sa3017339"
"Kyle Manzardo","TBR","1B","AA","22.2416666",73,6,"55 / 70","40 / 45","45 / 45","40 / 40","50",397,0.4256927,0.61728395,0.29012346,0.14861461,0.16372796,172.2999686428848,"sa3017342"
"Joe Mack","MIA","C","A","19.8",,11,"20 / 45","20 / 50","50 / 60","45 / 40","40+",183,0.38251366,0.38513514,0.1418919,0.18032787,0.2568306,125.07571575254696,"sa3017374"
"Tyler Whitaker","HOU","RF","A","20.2027777",,38,"30 / 40","25 / 50","50 / 60","50 / 45","35+",515,0.26601942,0.31304348,0.12608696,0.07961165,0.34951456,63.853325398808735,"sa3017376"
"Luca Tresh","KCR","C","AA","22.7611111",,46,"30 / 40","30 / 45","50 / 50","40 / 40","35+",453,0.3598234,0.46803069,0.19948849,0.1192053,0.24282561,125.37437122407694,"sa3017394"
"Justice Thompson","CIN","CF","A+","22.2694444",,53,"30 / 40","30 / 35","40 / 45","55 / 55","35+",385,0.36103896,0.37423313,0.12576687,0.13766234,0.34805195,111.63604066863479,"sa3017395"
"Jose Torres","CIN","SS","A+","23.0472222",,28,"30 / 45","30 / 40","40 / 45","60 / 60","40",437,0.28669725,0.37783375,0.14357682,0.06407323,0.26544622,82.24380238345178,"sa3017396"
"Jay Allen II","CIN","CF","A+","19.8972222",,15,"20 / 40","20 / 55","50 / 60","55 / 55","40+",383,0.34656085,0.32380952,0.09841269,0.11488251,0.24020888,99.4933757680896,"sa3017403"
"Denzel Clarke","OAK","CF","A+","22.4555555",,17,"30 / 40","30 / 55","60 / 70","55 / 50","40",411,0.3649635,0.46938776,0.22157435,0.13625304,0.32846715,122.95093474177253,"sa3017426"
"Jordan Viars","PHI","CF","A","19.2416666",,14,"25 / 50","20 / 50","45 / 55","45 / 40","40",207,0.3236715,0.31460674,0.07865168,0.09178744,0.23671498,85.37300775472272,"sa3017429"
"Jackson Glenn","PIT","2B","A+","24.975",,63,"35 / 50","30 / 40","45 / 45","40 / 40","35+",323,0.29721362,0.32752613,0.11149826,0.08978328,0.26625387,74.0353619993295,"sa3017478"
"Carlos Colmenarez","TBR","SS","CPX","18.9166666",,11,"25 / 55","25 / 55","45 / 55","55 / 55","45+",153,0.37908497,0.38095238,0.12698413,0.11111111,0.26797386,119.71745163918183,"sa3017480"
"Noah Miller","MIN","SS","A","19.925",,4,"25 / 60","20 / 45","40 / 45","40 / 40","45",469,0.34754797,0.27937337,0.06788512,0.16204691,0.23454158,91.52397014191088,"sa3017512"
"Kahlil Watson","MIA","SS","A","19.4972222",,14,"20 / 40","25 / 60","50 / 60","60 / 60","40+",376,0.30585106,0.40597015,0.17313433,0.08510638,0.35106383,101.32806023438063,"sa3017513"
"Darren Baker","WSN","2B","AA","23.6777777",,36,"35 / 55","30 / 35","30 / 35","55 / 55","35",464,0.34279476,0.3647343,0.08454106,0.0862069,0.17456897,97.12920754004993,"sa3017554"
"Tyler Black","MIL","2B","A+","22.2194444",,9,"35 / 60","40 / 45","45 / 50","45 / 45","45",283,0.40636042,0.42424242,0.14285714,0.1590106,0.15547703,137.08374549047315,"sa3017623"
"Edwin Arroyo","CIN","SS","A","19.1388888",,12,"20 / 40","25 / 50","45 / 50","50 / 50","40+",528,0.3655303,0.47965739,0.18629551,0.08712121,0.23295455,120.23665206850335,"sa3017626"
"Harry Ford","SEA","C","A","19.65",,1,"25 / 50","25 / 55","55 / 60","60 / 60","45+",499,0.4248497,0.43846154,0.16410257,0.17635271,0.23046092,131.77680228751285,"sa3017627"
"Lonnie White Jr.","PIT","CF","A","19.7916666",,22,"20 / 40","20 / 50","45 / 55","70 / 70","40+",7,0.28571429,0.85714286,0.57142857,0,0.42857143,191.49106137249896,"sa3017628"
"Logan Cerny","HOU","CF","A","23.0472222",,13,"30 / 35","35 / 45","55 / 60","60 / 60","40",372,0.36021505,0.47151899,0.21835443,0.12634409,0.29569892,129.45700280124356,"sa3017661"
"Jordan Lawlar","ARI","SS","AA","20.2444444",42,4,"30 / 55","20 / 50","45 / 50","60 / 60","50",459,0.40087146,0.50899743,0.20565553,0.12418301,0.25054466,137.94721798170588,"sa3017662"
"Aaron Zavala","TEX","RF","AA","22.3083333",,13,"35 / 60","30 / 35","45 / 50","50 / 50","40+",514,0.42023346,0.45255474,0.17518248,0.17315175,0.21011673,140.42595344590976,"sa3017665"
"Brady House","WSN","3B","A","19.3638888",98,5,"20 / 45","20 / 60","60 / 70","45 / 40","50",203,0.35643564,0.375,0.09659091,0.0591133,0.29064039,108.4163166900094,"sa3017694"
"T.J. White","WSN","CF","A","19.2277777",,17,"20 / 30","25 / 55","55 / 70","60 / 60","40",382,0.35263158,0.43161094,0.17325228,0.11518325,0.27225131,118.1512570057817,"sa3017697"
"Jake Fox","CLE","SS","A","19.675",,47,"25 / 55","20 / 35","40 / 45","45 / 45","35+",470,0.38085106,0.37368421,0.12631579,0.15744681,0.19148936,117.83948295957165,"sa3017734"
"Christian Encarnacion-Strand","CIN","3B","AA","22.8722222",,31,"30 / 40","45 / 55","70 / 70","40 / 40","40",538,0.36802974,0.58677686,0.28305785,0.07434944,0.25464684,152.17937212880102,"sa3017756"
"Ryan Spikes","TBR","2B","A","19.5888888",,40,"25 / 60","20 / 40","40 / 45","50 / 45","35+",326,0.30674847,0.38965517,0.16206896,0.0797546,0.32208589,94.05568521161108,"sa3017792"
"Carson Williams","TBR","SS","A","19.3055555",,14,"30 / 50","30 / 50","40 / 50","50 / 55","45",523,0.3467433,0.47123894,0.21902655,0.10898662,0.32122371,124.41608315722131,"sa3017795"
"Tristan Peters","SFG","RF","AA","22.625",,27,"35 / 60","30 / 40","40 / 45","50 / 50","40",532,0.36278195,0.43290043,0.15367965,0.11278195,0.17293233,121.29674227911207,"sa3017851"
"Hao Yu Lee","PHI","2B","A+","19.7",,10,"25 / 55","25 / 50","45 / 55","40 / 30","40+",350,0.38571429,0.43812709,0.15384615,0.12285714,0.19142857,135.46436883539636,"sa3017863"
"Oscar Colas","CHW","RF","AAA","24.0777777",,5,"35 / 50","35 / 55","60 / 60","40 / 40","45",526,0.37072243,0.52390852,0.20997921,0.07224335,0.22813688,136.62614571869636,"sa3018099"
"Cesar Prieto","BAL","2B","AA","23.4305555",,14,"50 / 60","30 / 40","40 / 40","50 / 50","40+",494,0.31376518,0.40430108,0.1311828,0.04048583,0.14979757,95.54094861911419,"sa3018100"
"Dyan Jorge","COL","CF","DSL","19.575",,11,"20 / 40","20 / 45","40 / 55","60 / 60","40+",234,0.4017094,0.45145631,0.13106796,0.1025641,0.14957265,133.61498170785552,"sa3018387"
"Willy Fanas","NYM","CF","DSL","18.7277777",,16,"20 / 40","25 / 55","40 / 55","55 / 50","40",115,0.33043478,0.2970297,0.03960396,0.09565217,0.20869565,78.70370894926714,"sa3018389"
"Diego Benitez","ATL","3B","DSL","17.9055555",,6,"25 / 55","20 / 50","45 / 55","40 / 40","40+",182,0.36263736,0.2826087,0.08695653,0.15934066,0.2032967,92.17498893550713,"sa3018391"
"Jaison Chourio","CLE","RF","DSL","17.4055555",,29,"25 / 55","20 / 45","20 / 45","45 / 50","40",175,0.44571429,0.40151515,0.12121212,0.22857143,0.12571429,140.3947799803417,"sa3018399"
"Cristhian Vaquero","WSN","CF","DSL","18.0888888",,6,"20 / 50","25 / 60","45 / 60","60 / 55","45+",216,0.37850467,0.34090909,0.08522727,0.15277778,0.17592593,103.49928115330252,"sa3018403"
"Ricardo Cabrera","CIN","2B","DSL","17.9583333",,24,"25 / 60","20 / 45","35 / 50","50 / 45","40",180,0.36312849,0.38,0.12666667,0.07222222,0.22222222,107.52388139005038,"sa3018405"
"Yordany De Los Santos","PIT","3B","DSL","17.6611111",,25,"20 / 45","20 / 50","40 / 55","45 / 45","40",234,0.37179487,0.36315789,0.10526315,0.13675214,0.19230769,106.38474091876455,"sa3018408"
"Lazaro Montes","SEA","RF","DSL","17.9805555",,6,"20 / 45","25 / 60","50 / 70","40 / 50","40+",223,0.42152466,0.58522727,0.30113636,0.15695067,0.33183857,161.56659088880804,"sa3018409"
"Jonathan Mejia","STL","SS","DSL","17.5083333",,10,"25 / 60","20 / 45","30 / 45","55 / 55","40+",208,0.41826923,0.47878788,0.21212121,0.15865385,0.23076923,144.74661436946766,"sa3018411"
"Alexis Hernandez","CHC","SS","DSL","17.8",,33,"20 / 50","20 / 40","30 / 45","55 / 60","40",141,0.33333333,0.34146341,0.09756097,0.11347518,0.19148936,89.09667814014232,"sa3018413"
"Freili Encarnacion","BOS","3B","DSL","17.7194444",,31,"20 / 45","20 / 50","40 / 55","45 / 40","35+",173,0.33526012,0.36912752,0.11409396,0.0867052,0.29479769,93.7985834557353,"sa3018414"
"Yendry Rojas","SDP","3B","DSL","17.7166666",,15,"25 / 55","25 / 55","45 / 55","40 / 40","35+",187,0.37297297,0.35714286,0.07792208,0.13903743,0.12299465,104.32679166558403,"sa3018418"
"Nelson Rada","LAA","RF","DSL","17.1388888",,34,"","","","","35+",206,0.44607843,0.43902439,0.12804878,0.12621359,0.12621359,147.27754630670645,"sa3018421"
"Yilber Herrera","MIN","SS","DSL","17.75",,29,"25 / 55","20 / 40","30 / 45","50 / 50","35+",149,0.34899329,0.31034483,0.12931035,0.20134228,0.26845638,91.2690681984819,"sa3018425"
"Henry Ramos","KCR","RF","DSL","18.0694444",,31,"20 / 40","20 / 50","45 / 60","40 / 40","40",196,0.32653061,0.22981366,0.03726708,0.15306122,0.21428571,67.63683833615453,"sa3018432"
"Leandro Arias","BAL","SS","DSL","17.6944444",,12,"25 / 60","20 / 40","20 / 45","55 / 60","40+",190,0.34391534,0.30573248,0.08917197,0.14210526,0.21578947,88.10308850767571,"sa3018433"
"Luis Baez","HOU","RF","DSL","18.7611111",,20,"20 / 50","25 / 60","50 / 60","40 / 40","35+",222,0.35135135,0.55172414,0.24630542,0.06306306,0.25225225,133.17707012881604,"sa3018482"
"Antony Peguero","MIA","RF","DSL","17.3361111",,21,"25 / 55","20 / 45","35 / 50","50 / 45","35+",217,0.35483871,0.42346939,0.1377551,0.05990783,0.16129032,112.16868233696493,"sa3018630"
"Nikau Pouaka-Grego","PHI","2B","CPX","18.0888888",,27,"25 / 60","20 / 30","30 / 35","50 / 50","35+",125,0.424,0.46601942,0.16504855,0.128,0.128,151.74616386659775,"sa3018959"
"Abdias De La Cruz","ARI","SS","DSL","17.95",,18,"20 / 45","20 / 50","40 / 55","60 / 60","40",184,0.32065217,0.26490066,0.08609271,0.16847826,0.29347826,73.16903707086384,"sa3019401"
"Won-Bin Cho","STL","LF","A","19.1527777",,22,"20 / 40","25 / 55","45 / 60","40 / 40","35+",100,0.4,0.31578947,0.10526315,0.2,0.27,117.83009310392099,"sa3019526"
